,loss,mae,val_loss,val_mae
0,23.098543167114258,23.128501892089844,26.43331527709961,26.209291458129883
1,15.233695983886719,15.255244255065918,18.788156509399414,18.641895294189453
2,7.0055437088012695,7.034381866455078,3.6599280834198,3.6334035396575928
3,1.2953176498413086,1.2973097562789917,1.3836833238601685,1.3656657934188843
4,0.839419424533844,0.8399606347084045,0.9115203022956848,0.9081335067749023
5,0.744843065738678,0.7449498176574707,0.754099428653717,0.7544491291046143
6,0.6977860927581787,0.6981848478317261,0.7478049993515015,0.7486773133277893
7,0.6649654507637024,0.664644181728363,0.7226186990737915,0.7228944897651672
8,0.6587028503417969,0.6586441993713379,0.7177290916442871,0.7187751531600952
9,0.6327277421951294,0.6324174404144287,0.7249302864074707,0.7263082265853882
10,0.6267388463020325,0.6266402006149292,0.8127321600914001,0.8153745532035828
11,0.6097222566604614,0.6099495887756348,0.704657793045044,0.7057037949562073
12,0.5985834002494812,0.598764955997467,0.6568595767021179,0.656363308429718
13,0.6014003753662109,0.6014585494995117,0.635550856590271,0.634729266166687
14,0.5861244201660156,0.586064875125885,0.6659475564956665,0.6668499708175659
15,0.5766852498054504,0.5765995383262634,0.6246173977851868,0.6225776672363281
16,0.5712546110153198,0.5714833736419678,0.6466129422187805,0.648033857345581
17,0.5652101635932922,0.5648478269577026,0.647477388381958,0.6489860415458679
18,0.5554114580154419,0.5553296208381653,0.6542074680328369,0.6563668847084045
19,0.5544447898864746,0.5546745657920837,0.6868002414703369,0.689305305480957
20,0.5480979084968567,0.5483906269073486,0.607257604598999,0.6061983108520508
21,0.5417845845222473,0.5416083335876465,0.603079617023468,0.6025198698043823
22,0.5384876132011414,0.5388249754905701,0.5919488668441772,0.5904856324195862
23,0.5343137383460999,0.5343184471130371,0.5868051052093506,0.5859211683273315
24,0.5321952700614929,0.5323032736778259,0.5816482305526733,0.5804200768470764
25,0.528923749923706,0.5290358066558838,0.5823288559913635,0.5819182395935059
26,0.5266992449760437,0.5267068147659302,0.5799071788787842,0.5788571834564209
27,0.5379385352134705,0.538478672504425,0.5856763124465942,0.5831402540206909
28,0.522108256816864,0.5220078229904175,0.602791965007782,0.6040202379226685
29,0.5193235278129578,0.5195881128311157,0.5886604189872742,0.5888046622276306
30,0.5161406397819519,0.5160713791847229,0.5726321339607239,0.5725581049919128
31,0.5151335000991821,0.5149275064468384,0.572631299495697,0.5706474781036377
32,0.526098370552063,0.526211142539978,0.5730617642402649,0.5706314444541931
33,0.510823667049408,0.5107604265213013,0.5645872354507446,0.5635977387428284
34,0.5133708715438843,0.5136258602142334,0.5644128322601318,0.5639352798461914
35,0.5075679421424866,0.5075346231460571,0.5778500437736511,0.5781940817832947
36,0.5288440585136414,0.5290467739105225,0.5936354994773865,0.5945995450019836
37,0.513696014881134,0.5140247941017151,0.5897788405418396,0.5860166549682617
38,0.5066002607345581,0.5067484378814697,0.5863833427429199,0.5878846645355225
39,0.5074574947357178,0.5071877837181091,0.5698627233505249,0.5671019554138184
40,0.519412100315094,0.5195815563201904,0.5657686591148376,0.5640966296195984
41,0.49933740496635437,0.4995109736919403,0.5642998218536377,0.5628417730331421
42,0.5060883164405823,0.5061013102531433,0.5623354315757751,0.5612694621086121
