,loss,mae,val_loss,val_mae
43,0.5070013403892517,0.5071815848350525,0.5759958028793335,0.5729265213012695
44,0.4991697371006012,0.4988444745540619,0.559216320514679,0.5591990351676941
45,0.49730241298675537,0.4973711669445038,0.5719793438911438,0.5728522539138794
46,0.5002132058143616,0.5001588463783264,0.5680925846099854,0.5651508569717407
47,0.5023699402809143,0.5020657777786255,0.5937513113021851,0.5951588153839111
48,0.4932459890842438,0.4932261109352112,0.5627157092094421,0.5625678896903992
49,0.5034749507904053,0.5035011172294617,0.5561996102333069,0.5558043718338013
50,0.5016909241676331,0.5013542175292969,0.5693377256393433,0.5700411796569824
51,0.4963988661766052,0.4964749813079834,0.557269811630249,0.5552666187286377
52,0.504328191280365,0.504128634929657,0.5548086762428284,0.5527305006980896
53,0.4930146336555481,0.4930093586444855,0.5560184717178345,0.5556355714797974
54,0.49775028228759766,0.4977497458457947,0.6194547414779663,0.6221920847892761
55,0.5085062980651855,0.5083673596382141,0.5672439932823181,0.5641283988952637
56,0.4917086660861969,0.491773396730423,0.5730565786361694,0.5695300102233887
57,0.5001452565193176,0.5002222657203674,0.5517738461494446,0.5510688424110413
58,0.5037206411361694,0.5039716958999634,0.5578067302703857,0.5551432371139526
59,0.5078849196434021,0.5077055096626282,0.5709900259971619,0.572003960609436
60,0.4950525164604187,0.4955827593803406,0.5604318976402283,0.5575641393661499
61,0.4977758526802063,0.4980522096157074,0.551791787147522,0.5498647689819336
62,0.4957142770290375,0.49588721990585327,0.5603943467140198,0.5605134963989258
63,0.49584320187568665,0.49597659707069397,0.5495524406433105,0.5483444929122925
64,0.4891107976436615,0.48903733491897583,0.5559437870979309,0.5531827211380005
65,0.4904540777206421,0.4906596839427948,0.5465121269226074,0.5450720191001892
66,0.486990749835968,0.4869884252548218,0.5458248853683472,0.5446171760559082
67,0.48934969305992126,0.48952099680900574,0.5479834079742432,0.5473324656486511
68,0.4933176338672638,0.4932491183280945,0.5475427508354187,0.5473781824111938
69,0.4895138740539551,0.4894483685493469,0.5481065511703491,0.5476416349411011
70,0.4845202565193176,0.4847286343574524,0.5487107634544373,0.5471078157424927
71,0.49063682556152344,0.4906832277774811,0.5775151252746582,0.5792943239212036
72,0.4887119233608246,0.48865988850593567,0.54327392578125,0.5416271090507507
73,0.49519529938697815,0.49503663182258606,0.5497055053710938,0.5497413277626038
74,0.4853209853172302,0.48563212156295776,0.5828614234924316,0.5846809148788452
75,0.4922432005405426,0.4922843277454376,0.5435487031936646,0.542117178440094
76,0.49141308665275574,0.49131572246551514,0.5539690256118774,0.5510377287864685
77,0.5050445199012756,0.505369246006012,0.5863675475120544,0.5824791193008423
78,0.5108804702758789,0.511030912399292,0.568385660648346,0.5643059015274048
79,0.48425984382629395,0.484396755695343,0.5542743802070618,0.5540463328361511
80,0.48507851362228394,0.48512834310531616,0.5430734157562256,0.5418033599853516
81,0.4838024377822876,0.48390117287635803,0.5555919408798218,0.5526050329208374
82,0.4909262955188751,0.49097973108291626,0.5452925562858582,0.5429783463478088
83,0.4912983775138855,0.49118274450302124,0.5451889634132385,0.5448716282844543
84,0.49114668369293213,0.4912731647491455,0.5593273043632507,0.5556710362434387
85,0.482208251953125,0.48221832513809204,0.5427048802375793,0.5409696102142334
86,0.48359227180480957,0.4836486577987671,0.5419067144393921,0.5402335524559021
87,0.4856879413127899,0.4858938753604889,0.5421311855316162,0.541542649269104
88,0.4823644757270813,0.4825079143047333,0.5540782809257507,0.5543769598007202
89,0.4808020293712616,0.4807460606098175,0.5556724071502686,0.5522075295448303
90,0.4846035838127136,0.48456647992134094,0.54924476146698,0.5492736101150513
91,0.4856420159339905,0.4854983687400818,0.5528019666671753,0.549639105796814
92,0.4836859405040741,0.48361527919769287,0.5445308685302734,0.5433418154716492
93,0.48089760541915894,0.48109811544418335,0.5675268769264221,0.5635281205177307
94,0.48809438943862915,0.48813486099243164,0.5567967295646667,0.5532963275909424
95,0.4869731366634369,0.4871036112308502,0.6133902668952942,0.6163883209228516
96,0.4845961332321167,0.48454776406288147,0.551937997341156,0.5484848618507385
97,0.4840525984764099,0.4841171205043793,0.5439080595970154,0.542759120464325
98,0.4813583195209503,0.48140671849250793,0.5470673441886902,0.5469115376472473
99,0.4976240396499634,0.4971671998500824,0.5692105889320374,0.5705798864364624
